Disease_ID,Disease_Name
1920,Jaw Diseases
1921,Carotid Body Tumor
1922,"Schizophrenia, Childhood"
1923,HIV Infections
1924,Tumor Lysis Syndrome
1925,Paresis
1926,Post-Traumatic Headache
1927,"Infarction, Middle Cerebral Artery"
1928,Pneumonia
1929,"Albinism, Oculocutaneous"
1930,"Hernia, Hiatal"
1931,Laryngismus
1932,"Pregnancy Complications, Hematologic"
1933,Vascular System Injuries
1934,Lung Diseases
1935,"Infertility, Female"
1936,Vitamin D Deficiency
1937,Factitious Disorders
1938,Intracranial Arteriosclerosis
1939,Velopharyngeal Insufficiency
1940,Mucocele
1941,Wet Macular Degeneration
1942,Leukocytosis
1943,Aortic Valve Prolapse
1944,Meige Syndrome
1945,Oculomotor Nerve Diseases
1946,Sublingual Gland Neoplasms
1947,Fallopian Tube Neoplasms
1948,"Hyperbilirubinemia, Hereditary"
1949,Persistent Fetal Circulation Syndrome
1950,Craniofacial Abnormalities
1951,Hemorrhage
1952,Hyperopia
1953,Urinary Retention
1954,"Cardiac Complexes, Premature"
1955,"Candidiasis, Vulvovaginal"
1956,Abetalipoproteinemia
1957,Hyperlysinemias
1958,"Tuberculosis, Renal"
1959,"Hernia, Umbilical"
1960,Dyslipidemias
1961,Exocrine Pancreatic Insufficiency
1962,Water-Electrolyte Imbalance
1963,Antisocial Personality Disorder
1964,Leiomyomatosis
1965,Ocular Motility Disorders
1966,"Tachycardia, Reciprocating"
1967,Kearns-Sayre Syndrome
1968,"Epilepsy, Partial, Motor"
1969,Herpes Genitalis
1970,Adrenocortical Adenoma
1971,Aneurysm
1972,"Substance Abuse, Intravenous"
1973,Serratia Infections
1974,Andersen Syndrome
1975,Amyotrophic Lateral Sclerosis
1976,"Dermatitis, Phototoxic"
1977,"Granuloma, Lethal Midline"
1978,Hyaline Membrane Disease
1979,Brachial Plexus Neuropathies
1980,Optic Nerve Glioma
1981,von Hippel-Lindau Disease
1982,AIDS-Associated Nephropathy
1983,Cerebral Ventriculitis
1984,"Impotence, Vasculogenic"
1985,Common Bile Duct Diseases
1986,Pulmonary Sclerosing Hemangioma
1987,Job's Syndrome
1988,Enteritis
1989,"Alexia, Pure"
1990,Focal Dermal Hypoplasia
1991,Pneumoconiosis
1992,Urinary Bladder Fistula
1993,Lacerations
1994,Hypertriglyceridemia
1995,"Liposarcoma, Myxoid"
1996,Urethral Neoplasms
1997,Pleural Diseases
1998,"Neoplasms, Adnexal and Skin Appendage"
1999,Q Fever
2000,"Adenoma, Oxyphilic"
2001,"Fibromatosis, Aggressive"
2002,Colitis
2003,Ileal Diseases
2004,Precancerous Conditions
2005,"Megacolon, Toxic"
2006,Extravasation of Diagnostic and Therapeutic Materials
2007,Tibial Fractures
2008,"Eye Infections, Parasitic"
2009,HTLV-I Infections
2010,Soft Tissue Neoplasms
2011,Agricultural Workers' Diseases
2012,Neurotoxicity Syndromes
2013,Myoclonus
2014,"Plaque, Amyloid"
2015,Subacute Combined Degeneration
2016,Ulcer
2017,"Osteoarthritis, Spine"
2018,"Gastritis, Atrophic"
2019,Glomus Tympanicum Tumor
2020,Tick-Borne Diseases
2021,"Epilepsies, Partial"
2022,Sphingolipidoses
2023,Isolated Noncompaction of the Ventricular Myocardium
2024,Strongyloidiasis
2025,"Pneumonia, Viral"
2026,Enzootic Bovine Leukosis
2027,Atrial Fibrillation
2028,Tay-Sachs Disease
2029,Sensation Disorders
2030,Hepatic Insufficiency
2031,"Burns, Chemical"
2032,Fetal Nutrition Disorders
2033,Mobius Syndrome
2034,"Neoplasms, Post-Traumatic"
2035,Hypercholesterolemia
2036,Eosinophilia-Myalgia Syndrome
2037,Granuloma Annulare
2038,Adenomatous Polyps
2039,Gait Apraxia
2040,"Leukemia, Neutrophilic, Chronic"
2041,Multiple Sclerosis
2042,Immunoproliferative Disorders
2043,Pleural Neoplasms
2044,Pregnancy Complications
2045,"Pulmonary Disease, Chronic Obstructive"
2046,Hand Deformities
2047,Mouth Breathing
2048,Hypoparathyroidism
2049,Gastric Fistula
2050,Gynecomastia
2051,"Malocclusion, Angle Class III"
2052,"Angina Pectoris, Variant"
2053,Gastritis
2054,Neuroblastoma
2055,Acidosis
2056,Achlorhydria
2057,"Acidosis, Lactic"
2058,Radius Fractures
2059,Rickets
2060,Pancreatic Diseases
2061,Feline Infectious Peritonitis
2062,"Cicatrix, Hypertrophic"
2063,"Osteoarthritis, Knee"
2064,Hyperinsulinism
2065,Mucopolysaccharidosis IV
2066,Gastrinoma
2067,"Adenocarcinoma, Scirrhous"
2068,Bone Cysts
2069,"Hearing Loss, Sensorineural"
2070,Neurotic Disorders
2071,"Urea Cycle Disorders, Inborn"
2072,Neurocysticercosis
2073,Ovotesticular Disorders of Sex Development
2074,Adenocarcinoma
2075,"Diverticulitis, Colonic"
2076,Leukemia
2077,Intussusception
2078,Mesenteric Vascular Occlusion
2079,"Neoplasm, Residual"
2080,Jaw Cysts
2081,Auditory Perceptual Disorders
2082,"Carcinoma, Krebs 2"
2083,Myopia
2084,"Fractures, Bone"
2085,"Bulbar Palsy, Progressive"
2086,Mandibular Fractures
2087,Hyper-IgM Immunodeficiency Syndrome
2088,"Adenoma, Basophil"
2089,"Still's Disease, Adult-Onset"
2090,Vaginal Fistula
2091,Gas Poisoning
2092,Folic Acid Deficiency
2093,Amebiasis
2094,MELAS Syndrome
2095,Maxillary Neoplasms
2096,"Dermatitis, Exfoliative"
2097,"Encephalitis, Japanese"
2098,"Cystadenocarcinoma, Serous"
2099,"Lipomatosis, Multiple Symmetrical"
2100,Chancre
2101,Keratoacanthoma
2102,Osteoarthritis
2103,Alstrom Syndrome
2104,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
2105,"Thyroiditis, Autoimmune"
2106,Retroviridae Infections
2107,Confusion
2108,Femoral Fractures
2109,Migraine Disorders
2110,"Leukemia, Myelomonocytic, Chronic"
2111,"Aphasia, Wernicke"
2112,Wernicke Encephalopathy
2113,"Bone Cysts, Aneurysmal"
2114,Rectovaginal Fistula
2115,Osteopoikilosis
2116,Intestinal Polyps
2117,Cryptorchidism
2118,Telangiectasis
2119,Hookworm Infections
2120,Oesophagostomiasis
2121,"Paget Disease, Extramammary"
2122,Refeeding Syndrome
2123,Hepatitis E
2124,Zenker Diverticulum
2125,Enterotoxemia
2126,Ganglion Cysts
2127,Dysmenorrhea
2128,Albinism
2129,Stomach Ulcer
2130,Tinea Versicolor
2131,XYY Karyotype
2132,Rhinitis
2133,Fecal Impaction
2134,Vestibular Diseases
2135,"Myxomatosis, Infectious"
2136,Erysipelothrix Infections
2137,"Dermatitis, Contact"
2138,Caroli Disease
2139,Hidrocystoma
2140,Deaf-Blind Disorders
2141,"Eye Infections, Bacterial"
2142,Meconium Aspiration Syndrome
2143,Neurogenic Bowel
2144,Mucopolysaccharidosis VII
2145,Camurati-Engelmann Syndrome
2146,Subcutaneous Emphysema
2147,Afferent Loop Syndrome
2148,Enterocolitis
2149,"Polycystic Kidney, Autosomal Recessive"
2150,Vipoma
2151,"Spherocytosis, Hereditary"
2152,POEMS Syndrome
2153,"Meningitis, Viral"
2154,Desmoplastic Small Round Cell Tumor
2155,Onycholysis
2156,"Cell Transformation, Neoplastic"
2157,Perceptual Disorders
2158,Sex Chromosome Disorders
2159,Respiratory Aspiration
2160,"Lead Poisoning, Nervous System, Childhood"
2161,Hepatolenticular Degeneration
2162,Atrial Premature Complexes
2163,Binge-Eating Disorder
2164,Cataplexy
2165,Developmental Disabilities
2166,LEOPARD Syndrome
2167,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
2168,Glycogen Storage Disease Type I
2169,"Dementia, Vascular"
2170,Echolalia
2171,Melanoma
2172,Sweat Gland Neoplasms
2173,Ganglioglioma
2174,Osteonecrosis
2175,Hypereosinophilic Syndrome
2176,"Hernia, Abdominal"
2177,Polyomavirus Infections
2178,"Panniculitis, Lupus Erythematosus"
2179,Chronic Disease
2180,"Anemia, Myelophthisic"
2181,"Ectromelia, Infectious"
2182,"Graft Occlusion, Vascular"
2183,Bowen's Disease
2184,Mycoses
2185,Whooping Cough
2186,"Dermatitis, Toxicodendron"
2187,Mucopolysaccharidosis VI
2188,Mixed Connective Tissue Disease
2189,Paranasal Sinus Diseases
2190,Gingival Recession
2191,"Abortion, Veterinary"
2192,Ochronosis
2193,Iris Diseases
2194,Atrioventricular Block
2195,Encephalomalacia
2196,Pseudohypoaldosteronism
2197,Clubfoot
2198,"Obstetric Labor, Premature"
2199,Skin Neoplasms
2200,Usher Syndromes
2201,"Pregnancy Complications, Infectious"
2202,"Asthma, Aspirin-Induced"
2203,Hypoaldosteronism
2204,"Hamartoma Syndrome, Multiple"
2205,Giant Axonal Neuropathy
2206,Patellofemoral Pain Syndrome
2207,Presbyopia
2208,Piedra
2209,Salpingitis
2210,"Lymphoma, Non-Hodgkin"
2211,ACTH-Secreting Pituitary Adenoma
2212,Endodermal Sinus Tumor
2213,Basal Ganglia Diseases
2214,Cryoglobulinemia
2215,Hepatopulmonary Syndrome
2216,"Carotid Artery, Internal, Dissection"
2217,"Carcinoma, Skin Appendage"
2218,"Gingivitis, Necrotizing Ulcerative"
2219,Neurocirculatory Asthenia
2220,Galactorrhea
2221,"Mastocytosis, Cutaneous"
2222,"Pregnancy, Abdominal"
2223,Tonic Pupil
2224,"Myopathy, Central Core"
2225,Foreign Bodies
2226,Ascariasis
2227,Vulvitis
2228,Pancreatic Cyst
2229,"Encephalopathy, Bovine Spongiform"
2230,Bacteroidaceae Infections
2231,Spondylitis
2232,Primary Graft Dysfunction
2233,Sleep Disorders
2234,Meniere Disease
2235,Testicular Neoplasms
2236,"Foot Deformities, Congenital"
2237,Esophageal Cyst
2238,"Anemia, Sickle Cell"
2239,Bursitis
2240,Hepatitis C
2241,"Hypertension, Renal"
2242,Abdominal Injuries
2243,Spinal Cord Neoplasms
2244,Mouth Diseases
2245,Endocardial Fibroelastosis
2246,Porphyria Cutanea Tarda
2247,"Thyroiditis, Suppurative"
2248,Cephalopelvic Disproportion
2249,Urologic Diseases
2250,Williams Syndrome
2251,Lymphomatoid Granulomatosis
2252,Bulimia Nervosa
2253,Muscle Neoplasms
2254,Acanthamoeba Keratitis
2255,"Amyloid Neuropathies, Familial"
2256,"Fasciitis, Plantar"
2257,"Tuberculosis, Endocrine"
2258,Disease Susceptibility
2259,Laryngeal Diseases
2260,"Pulmonary Adenomatosis, Ovine"
2261,"Rhinitis, Allergic, Perennial"
2262,Lacrimal Duct Obstruction
2263,Acrocephalosyndactylia
2264,Macular Degeneration
2265,"Hemangioma, Cavernous"
2266,Glucose Metabolism Disorders
2267,Lipidoses
2268,Ossification of Posterior Longitudinal Ligament
2269,Neuroectodermal Tumors
2270,"Infarction, Anterior Cerebral Artery"
2271,"Liver Abscess, Amebic"
2272,"Lung, Hyperlucent"
2273,Glomus Tumor
2274,Bronchial Spasm
2275,Brain Injuries
2276,Poliomyelitis
2277,Pityriasis Rosea
2278,"Apraxia, Ideomotor"
2279,Infertility
2280,Rhabdomyoma
2281,Tachycardia
2282,Bernard-Soulier Syndrome
2283,Tracheomalacia
2284,"Genetic Diseases, Inborn"
2285,Herpes Zoster Oticus
2286,Hyperglycemic Hyperosmolar Nonketotic Coma
2287,"Jaundice, Neonatal"
2288,"Wounds, Nonpenetrating"
2289,Bartonella Infections
2290,Dystonia Musculorum Deformans
2291,Renal Insufficiency
2292,"Tachycardia, Paroxysmal"
2293,"Mental Retardation, X-Linked"
2294,Central Nervous System Venous Angioma
2295,Zygomatic Fractures
2296,Ataxia
2297,"Neoplasms, Adipose Tissue"
2298,Cerebellar Neoplasms
2299,"Albinism, Ocular"
2300,Facial Nerve Diseases
2301,"Protozoan Infections, Animal"
2302,Smith-Magenis Syndrome
2303,"Ecthyma, Contagious"
2304,"Typhus, Epidemic Louse-Borne"
2305,"Hydrocephalus, Normal Pressure"
2306,Cryptococcosis
2307,Jet Lag Syndrome
2308,Anxiety Disorders
2309,Androgen-Insensitivity Syndrome
2310,"Paget's Disease, Mammary"
2311,"Encephalomyelitis, Eastern Equine"
2312,"Twins, Conjoined"
2313,Postphlebitic Syndrome
2314,Sarcopenia
2315,Anthrax
2316,"Syphilis, Cardiovascular"
2317,"Brucellosis, Bovine"
2318,Meningeal Neoplasms
2319,"Anemia, Hemolytic, Congenital Nonspherocytic"
2320,Elephantiasis
2321,Lead Poisoning
2322,Dermoid Cyst
2323,Coronaviridae Infections
2324,Bovine Respiratory Disease Complex
2325,Kernicterus
2326,Primary Myelofibrosis
2327,"Anticipation, Genetic"
2328,Lymphoproliferative Disorders
2329,Splenomegaly
2330,Pelvic Neoplasms
2331,Cor Triatriatum
2332,Hemifacial Spasm
2333,Prostatic Diseases
2334,Respiratory Insufficiency
2335,Neuromuscular Diseases
2336,Dental Caries
2337,Leprosy
2338,Schnitzler Syndrome
2339,Pierre Robin Syndrome
2340,Favism
2341,Acrodermatitis
2342,"Encephalitis, California"
2343,Hyperemia
2344,Osteosarcoma
2345,Calcium Metabolism Disorders
2346,Vulvar Diseases
2347,Status Asthmaticus
2348,Retinal Hemorrhage
2349,"Subarachnoid Hemorrhage, Traumatic"
2350,"Meningitis, Meningococcal"
2351,Retropharyngeal Abscess
2352,Frontal Sinusitis
2353,Night Terrors
2354,"Alcohol-Induced Disorders, Nervous System"
2355,"Neuroectodermal Tumor, Melanotic"
2356,Enchondromatosis
2357,Alcohol-Related Disorders
2358,Growth Hormone-Secreting Pituitary Adenoma
2359,Prurigo
2360,Pregnancy in Diabetics
2361,Antley-Bixler Syndrome Phenotype
2362,Chancroid
2363,Craniocerebral Trauma
2364,Dermatomycoses
2365,Hemangiopericytoma
2366,Dyskeratosis Congenita
2367,Tracheoesophageal Fistula
2368,"Genital Neoplasms, Male"
2369,Dependent Personality Disorder
2370,Pupil Disorders
2371,Glycogen Storage Disease Type VIII
2372,"Endocarditis, Subacute Bacterial"
2373,Reflex Sympathetic Dystrophy
2374,Intestinal Fistula
2375,Ehlers-Danlos Syndrome
2376,Pleuropneumonia
2377,Tension-Type Headache
2378,"Cystadenoma, Papillary"
2379,"Aortic Stenosis, Supravalvular"
2380,"Carcinoma, Ehrlich Tumor"
2381,Solitary Pulmonary Nodule
2382,Pterygium
2383,Ehrlichiosis
2384,Dysplastic Nevus Syndrome
2385,Eye Hemorrhage
2386,Mood Disorders
2387,Brain Diseases
2388,Erysipelas
2389,Pulmonary Aspergillosis
2390,Spinal Injuries
2391,Pantothenate Kinase-Associated Neurodegeneration
2392,Foot Injuries
2393,"Leukemia, Feline"
2394,Laryngeal Neoplasms
2395,Hypospadias
2396,"Encephalitis, Arbovirus"
2397,Esophagitis
2398,Parotid Diseases
2399,Cervical Intraepithelial Neoplasia
2400,"Dysautonomia, Familial"
2401,Heat Stress Disorders
2402,Cestode Infections
2403,Schizoid Personality Disorder
2404,"Tachycardia, Ectopic Atrial"
2405,Microscopic Polyangiitis
2406,Brown-Sequard Syndrome
2407,Mirizzi Syndrome
2408,Hydranencephaly
2409,"Hyperostosis, Cortical, Congenital"
2410,Gitelman Syndrome
2411,Tarsal Tunnel Syndrome
2412,"Epiphyses, Slipped"
2413,"Myasthenia Gravis, Autoimmune, Experimental"
2414,Systemic Vasculitis
2415,Infantile Apparent Life-Threatening Event
2416,"Granuloma, Giant Cell"
2417,"Wasting Disease, Chronic"
2418,Botulism
2419,Cross Infection
2420,Parathyroid Diseases
2421,Cerebrovascular Trauma
2422,Genomic Instability
2423,"Kidney Tubular Necrosis, Acute"
2424,Puerperal Disorders
2425,Carbamoyl-Phosphate Synthase I Deficiency Disease
2426,Histiocytic Sarcoma
2427,Pulmonary Edema
2428,Persistent Hyperinsulinemia Hypoglycemia of Infancy
2429,"Regurgitation, Gastric"
2430,DNA Repair-Deficiency Disorders
2431,Escherichia coli Infections
2432,Echinostomiasis
2433,Thiamine Deficiency
2434,Borrelia Infections
2435,"Brain Damage, Chronic"
2436,Spondylolysis
2437,"Toxoplasmosis, Congenital"
2438,"Gangliosidosis, GM1"
2439,Cognition Disorders
2440,Dysgammaglobulinemia
2441,Tendinopathy
2442,"Purine-Pyrimidine Metabolism, Inborn Errors"
2443,"Arthropathy, Neurogenic"
2444,Tongue Neoplasms
2445,"Hearing Loss, Unilateral"
2446,"Arthritis, Juvenile Rheumatoid"
2447,Bronchomalacia
2448,"Delirium, Dementia, Amnestic, Cognitive Disorders"
2449,Neural Tube Defects
2450,Nocturnal Myoclonus Syndrome
2451,Border Disease
2452,Shared Paranoid Disorder
2453,Ocular Hypotension
2454,"Heart Septal Defects, Atrial"
2455,Streptococcal Infections
2456,Common Cold
2457,Purpura
2458,Neointima
2459,"Hemangioendothelioma, Epithelioid"
2460,Urogenital Abnormalities
2461,"Epilepsy, Benign Neonatal"
2462,Back Pain
2463,Urination Disorders
2464,Deltaretrovirus Infections
2465,Dental Leakage
2466,Hepatitis B
2467,"Hyalinosis, Systemic"
2468,Thanatophoric Dysplasia
2469,Jejunal Diseases
2470,"Death, Sudden, Cardiac"
2471,Dacryocystitis
2472,"Sarcoma, Kaposi"
2473,"Tongue, Fissured"
2474,"Hypertension, Pregnancy-Induced"
2475,Migraine without Aura
2476,Low Tension Glaucoma
2477,Monosomy
2478,Gingival Overgrowth
2479,Thrombocytopenia
2480,Tonsillar Neoplasms
2481,Follicular Cyst
2482,"Amnesia, Transient Global"
2483,Shock
2484,Tracheitis
2485,Tick Infestations
2486,Heart Valve Diseases
2487,Appendicitis
2488,"Abnormalities, Multiple"
2489,Lewy Body Disease
2490,"Sarcoma, Alveolar Soft Part"
2491,Tricuspid Valve Stenosis
2492,"Tuberculosis, Urogenital"
2493,Iridocyclitis
2494,Tinea Pedis
2495,Adrenocortical Hyperfunction
2496,Premature Birth
2497,Iron Overload
2498,Morbillivirus Infections
2499,"Pneumonia, Bacterial"
2500,Brain Edema
2501,Horner Syndrome
2502,RNA Virus Infections
2503,Thymus Hyperplasia
2504,Acrocallosal Syndrome
2505,Diverticulitis
2506,Inflammatory Breast Neoplasms
2507,Arteriolosclerosis
2508,Fungemia
2509,Orthomyxoviridae Infections
2510,Tooth Avulsion
2511,"Anemia, Hemolytic"
2512,Illusions
2513,Lateral Medullary Syndrome
2514,Oroantral Fistula
2515,Skin Ulcer
2516,Hypopituitarism
2517,"Pneumonia, Lipid"
2518,Eisenmenger Complex
2519,Alagille Syndrome
2520,Diabetes Mellitus
2521,Adrenal Gland Neoplasms
2522,Neuralgia
2523,Appendiceal Neoplasms
2524,"Myasthenia Gravis, Neonatal"
2525,Plummer-Vinson Syndrome
2526,"Genetic Diseases, X-Linked"
2527,Nephrosclerosis
2528,Vitreous Hemorrhage
2529,Coccidiosis
2530,Fluoride Poisoning
2531,Dermatomyositis
2532,"Translocation, Genetic"
2533,Phosphorus Metabolism Disorders
2534,Catheter-Related Infections
2535,Uterine Rupture
2536,Postcholecystectomy Syndrome
2537,Meningomyelocele
2538,Pulmonary Infarction
2539,Levocardia
2540,Hypokalemia
2541,Carotid Stenosis
2542,Arteriovenous Fistula
2543,"Hearing Loss, Conductive"
2544,"Aneurysm, Infected"
2545,"Asthma, Exercise-Induced"
2546,Cyclosporiasis
2547,Epilepsia Partialis Continua
2548,Gastroparesis
2549,Hypercalcemia
2550,Metrorrhagia
2551,Chorioretinitis
2552,Darier Disease
2553,Reye Syndrome
2554,Neuroacanthocytosis
2555,Proteus Syndrome
2556,"Foot Deformities, Acquired"
2557,"Diverticulum, Colon"
2558,Rosacea
2559,Erythromelalgia
2560,Spinal Osteophytosis
2561,Endotoxemia
2562,Hearing Loss
2563,Pseudoxanthoma Elasticum
2564,"Histiocytosis, Langerhans-Cell"
2565,Cryptosporidiosis
2566,Tinea
2567,Neonatal Abstinence Syndrome
2568,Adrenal Rest Tumor
2569,Lice Infestations
2570,Myocardial Reperfusion Injury
2571,"Histiocytoma, Benign Fibrous"
2572,Peripheral Nervous System Neoplasms
2573,Kyphosis
2574,Bunyaviridae Infections
2575,Carcinoma in Situ
2576,"Neoplasms, Mesothelial"
2577,Serositis
2578,Sarcoma 180
2579,Trichostrongyloidiasis
2580,Glomerulonephritis
2581,Hemiplegia
2582,Eosinophilic Esophagitis
2583,Bird Fancier's Lung
2584,Hypothyroidism
2585,Nocturnal Enuresis
2586,"Carcinoma, Mucoepidermoid"
2587,Cerebral Infarction
2588,Budd-Chiari Syndrome
2589,Chlamydia Infections
2590,Sick Building Syndrome
2591,"Akathisia, Drug-Induced"
2592,Adrenocortical Carcinoma
2593,"Keratitis, Herpetic"
2594,Potassium Deficiency
2595,"Thyroiditis, Subacute"
2596,Orthostatic Intolerance
2597,Epidural Abscess
2598,Oropharyngeal Neoplasms
2599,Dysthymic Disorder
2600,Hypertension
2601,Hypothalamic Neoplasms
2602,Mediastinitis
2603,Immune Reconstitution Inflammatory Syndrome
2604,Macrophage Activation Syndrome
2605,Postural Orthostatic Tachycardia Syndrome
2606,"Infant, Premature, Diseases"
2607,Lymphopenia
2608,Torsion Abnormality
2609,Choroid Diseases
2610,Tetralogy of Fallot
2611,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
2612,Foot Dermatoses
2613,Urinary Bladder Diseases
2614,Optic Disk Drusen
2615,Simian Acquired Immunodeficiency Syndrome
2616,Asphyxia
2617,Cholangiocarcinoma
2618,Digestive System Fistula
2619,Coronary Stenosis
2620,Frontotemporal Lobar Degeneration
2621,Ileitis
2622,Psychotic Disorders
2623,Vertebrobasilar Insufficiency
2624,"Pneumonia, Ventilator-Associated"
2625,Dentin Sensitivity
2626,"Alveolitis, Extrinsic Allergic"
2627,Conjunctivitis
2628,"Diverticulosis, Colonic"
2629,Maxillary Diseases
2630,Hypodermyiasis
2631,Schizotypal Personality Disorder
2632,Rib Fractures
2633,Sporotrichosis
2634,Adams-Stokes Syndrome
2635,"Cerebral Hemorrhage, Traumatic"
2636,Inferior Wall Myocardial Infarction
2637,Disseminated Intravascular Coagulation
2638,"Fractures, Malunited"
2639,Lymphoma
2640,Metaplasia
2641,Periodontal Pocket
2642,Tooth Abnormalities
2643,Central Serous Chorioretinopathy
2644,"Bone Demineralization, Pathologic"
2645,Uterine Cervical Neoplasms
2646,Spermatocele
2647,Lupus Vulgaris
2648,"Fractures, Ununited"
2649,Malignant Catarrh
2650,Whipple Disease
2651,Nevus of Ota
2652,Abducens Nerve Diseases
2653,"Glomerulonephritis, IGA"
2654,Hyperphosphatemia
2655,Jaw Neoplasms
2656,Lafora Disease
2657,Anemia
2658,"Fetal Membranes, Premature Rupture"
2659,"Alkalosis, Respiratory"
2660,Learning Disorders
2661,"Heredodegenerative Disorders, Nervous System"
2662,Smith-Lemli-Opitz Syndrome
2663,Gallstones
2664,Cytomegalovirus Infections
2665,Phlebotomus Fever
2666,"Demyelinating Autoimmune Diseases, CNS"
2667,Lichen Nitidus
2668,Congenital Disorders of Glycosylation
2669,Convalescence
2670,Otosclerosis
2671,Pancytopenia
2672,Acanthosis Nigricans
2673,Histiocytoma
2674,Paraneoplastic Endocrine Syndromes
2675,Respiratory Syncytial Virus Infections
2676,Machado-Joseph Disease
2677,Germinoma
2678,Hepatic Encephalopathy
2679,Arachnoid Cysts
2680,Hypertrophy
2681,"Echinococcosis, Hepatic"
2682,"Malaria, Avian"
2683,Klippel-Feil Syndrome
2684,"Stress Disorders, Traumatic, Acute"
2685,Carotid Artery Injuries
2686,Gingival Hemorrhage
2687,Sagittal Sinus Thrombosis
2688,Myotonia Congenita
2689,Giant Cell Tumor of Bone
2690,"Leukemia, Megakaryoblastic, Acute"
2691,Cystic Fibrosis
2692,Hypovolemia
2693,"Cystadenocarcinoma, Mucinous"
2694,Vitamin B Deficiency
2695,"Neoplasms, Connective and Soft Tissue"
2696,Asthenopia
2697,Breast Diseases
2698,Gliosis
2699,Pneumocystis Infections
2700,Retropneumoperitoneum
2701,Erectile Dysfunction
2702,Encephalitozoonosis
2703,Exotropia
2704,"Goiter, Nodular"
2705,Thalamic Diseases
2706,Tremor
2707,Leukocyte Disorders
2708,Hyperbilirubinemia
2709,"Arthritis, Reactive"
2710,"Hematoma, Subdural, Chronic"
2711,Cellulitis
2712,Intestinal Perforation
2713,"Neoplasms, Glandular and Epithelial"
2714,Aortic Valve Insufficiency
2715,Syncope
2716,Plague
2717,Cerebral Ventricle Neoplasms
2718,Diabetic Angiopathies
2719,Larva Migrans
2720,Pemphigoid Gestationis
2721,Mycosis Fungoides
2722,Angioid Streaks
2723,"Carcinoma, Transitional Cell"
2724,Mononeuropathies
2725,Olivopontocerebellar Atrophies
2726,Pyomyositis
2727,"Lymphoma, Large-Cell, Anaplastic"
2728,Hernia
2729,Septo-Optic Dysplasia
2730,Macular Edema
2731,Coccidioidomycosis
2732,Mandibular Diseases
2733,Ainhum
2734,Trichothiodystrophy Syndromes
2735,Uterine Cervicitis
2736,Ureteral Neoplasms
2737,Empty Sella Syndrome
2738,Peliosis Hepatis
2739,"Nystagmus, Pathologic"
2740,Balkan Nephropathy
2741,Neurofibromatoses
2742,Out-of-Hospital Cardiac Arrest
2743,"Hernia, Ventral"
2744,"Glomerulonephritis, Membranous"
2745,Pulmonary Veno-Occlusive Disease
2746,Pellagra
2747,Reperfusion Injury
2748,Intestinal Diseases
2749,Fragile X Syndrome
2750,Vestibulocochlear Nerve Diseases
2751,Neuromyelitis Optica
2752,"Myopathies, Structural, Congenital"
2753,"ACTH Syndrome, Ectopic"
2754,"Decalcification, Pathologic"
2755,Hypoglycemia
2756,Arm Injuries
2757,Calculi
2758,Hemangioendothelioma
2759,Fibromuscular Dysplasia
2760,"Fractures, Cartilage"
2761,Jaw Abnormalities
2762,Angiomatosis
2763,Optic Neuritis
2764,"Carcinoma, Pancreatic Ductal"
2765,Colonic Polyps
2766,Hemophilia B
2767,Neuroaxonal Dystrophies
2768,Penile Diseases
2769,"Renal Tubular Transport, Inborn Errors"
2770,Kallmann Syndrome
2771,"Neoplasms, Vascular Tissue"
2772,Pseudobulbar Palsy
2773,Arteriosclerosis Obliterans
2774,Chondroblastoma
2775,Trochlear Nerve Diseases
2776,Rh Isoimmunization
2777,Carcinosarcoma
2778,"Anemia, Hemolytic, Autoimmune"
2779,Factor XI Deficiency
2780,Ichthyosis
2781,Cytochrome-c Oxidase Deficiency
2782,Platelet Storage Pool Deficiency
2783,Hydrarthrosis
2784,Polyradiculopathy
2785,Nasal Polyps
2786,Craniomandibular Disorders
2787,Trench Fever
2788,"Bone Diseases, Developmental"
2789,Cranial Nerve Diseases
2790,Amaurosis Fugax
2791,Holoprosencephaly
2792,Prosopagnosia
2793,Acute Kidney Injury
2794,Prostatitis
2795,Cocaine-Related Disorders
2796,Protein C Deficiency
2797,Lutembacher Syndrome
2798,Thymoma
2799,"Leprosy, Multibacillary"
2800,Headache
2801,Diseases in Twins
2802,Spasm
2803,HIV Seropositivity
2804,Food Hypersensitivity
2805,Hematometra
2806,"Aneurysm, Dissecting"
2807,"Adrenal Hyperplasia, Congenital"
2808,Duodenitis
2809,Proteus Infections
2810,Sparganosis
2811,Monkeypox
2812,Ventricular Dysfunction
2813,Plant Poisoning
2814,Post-Concussion Syndrome
2815,Tuberculosis
2816,Limbic Encephalitis
2817,"Adenocarcinoma, Follicular"
2818,Salivary Gland Diseases
2819,Pyoderma
2820,"Epilepsy, Post-Traumatic"
2821,Corneal Diseases
2822,Drug Toxicity
2823,Intervertebral Disk Degeneration
2824,Knee Injuries
2825,Gaucher Disease
2826,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
2827,Central Nervous System Infections
2828,Focal Nodular Hyperplasia
2829,Ureteral Diseases
2830,Dumping Syndrome
2831,Moyamoya Disease
2832,"Osteosarcoma, Juxtacortical"
2833,Hirschsprung Disease
2834,Ulnar Neuropathies
